time_stamp;title;topic
2014-12-05;Communities secretary bans 15-MW RWE wind project in UK;0
2008-07-03;RWE To Invest 2.2 Bln Euro in Network Expansion;2
2008-03-14;German RWE, Russian Syntez Group To Buy 33.47 Pct in OAO TGK-2;-1
2008-10-30;RWE declines comment on possible bid for Dutch Essent;-1
2019-11-22;Infrastructure and Energy Alternatives to build RWE 's 148-MW Okla. wind farm;0
2018-02-12;Clyde Bergemann Secures Maintenance and Repair Contracts of RWE Power AG Worth EUR 12,5 Mio.;2
2011-03-28;RWE [ DAX index] strengthens 0.04%, rising for a fourth consecutive day, a 4-day rise of 2.2%;1
2018-05-15;"RWE Profit Down 35% In First Quarter; To Provide Updated Outlook Later";2
2008-07-31;Global Petroleum says operator RWE asks for 2 month extension on Malta project;0
2012-04-06;RWE AG ( RWE ) - Clean Technology - Deals and Alliances Profile;0
2013-03-20;Subsea cable work kicks off at RWE 's 576-MW Gwynt y Mor wind farm;0
2008-05-27;RWE 's renewables unit creates joint-venture with Italy 's Fri-El Green Power;0
2015-05-14;RWE officially inaugurate Nordsee Ost offshore wind farm;0
2018-03-07;RWE deeply shocked about attack on innogy CFO;0
2022-12-06;"RWE ADR (RWEOY: $44.58) lifts 2.3% strengthening above moving average price; +$1.01 [2.3%]";1
2008-05-16;German RWE To Expand Water Business;0
2010-12-06;RWE sells supra-regional gas transmission network to Macquarie;-1
2010-12-16;Goldman Sachs lowers RWE target to EUR 45;-1
2017-05-15;"RWE AG Q1 Net Profit Rises, Adj. EBITDA Down On Weak Volume; Backs FY17 View";2
2012-06-20;RWE announces launch of new corporate responsibility unit;-1
2011-08-24;UPDATE: RWE director buys;2
2008-11-28;Cartel Office, RWE agree on gas price cuts - report;2
2017-12-01;RWE AG ST Financial Reports: Interim statement on the first three quarters of 2016;2
2012-09-14;RWE is interested to support Plomin III as owner´s engineer of HEP;-1
2010-06-25;RWE AG - Third power auction for 2010 closed;0
2011-08-26;RWE [ DAX index] hits year-low 18th time in three months;1
2010-01-25;Norwegian Noreco says Siri field back onstream;4
2009-05-05;German RWE to acquire 27% in Belgian wind farm developer;0
2010-10-14;"Citigroup cuts RWE to ""sell"" rating, share target to EUR 43";2
2015-08-10;RWE latest European utility to restructure;-1
2022-10-17;RWE ADR (RWEOY: $38.25) lifts 2.1%;1
2012-03-06;Gas and electric utility RWE AG says Germany 's nuclear shutdown cost it more than $1.3 billion Utility RWE sees 2011 earnings fall 45 per cent;-1
2018-03-20;DGAP-Public Voting Rights: RWE Aktiengesellschaft (english);4
2009-08-11;American Water Works says RWE will sell shares;2
2011-10-03;You're going to have to trust people like me The head of RWE npower says the energy industry's critics have got it all wrong. Tim Webb reports;0
2010-09-17;Italy 's Edison says gas found in RWE-operated field in Norwegian Sea;4
2021-03-22;Offshore wind no longer a game with big returns, says RWE;0
2021-06-24;Australia: RWE Owns Trademark for ' RWE ';-1
2010-06-18;EC approves takeover of German Mitgas by RWE;-1
2018-03-09;RWE To Sell 77% Stake In Innogy To E.ON For 17% Stake In E.ON (ALLISS);2
2013-07-11;RWE Innogy installs last turbine at Thornton Bank wind farm;0
2012-03-06;RWE will quickly get through the trough;1
2011-05-09;RWE [ DAX index] falls in weak trading with rising open interest;1
2022-12-05;RWE ( RWE : EUR41.64) offers earnings yield of 4.9%;2
2011-12-09;RWE [Energy] rises in strong trading with rising open interest;1
2015-05-29;Hungarian govt to acquire assets from Germany 's RWE;-1
2011-07-20;RWE [ DAX index] increases 1.8% on high volume rising for a second consecutive day, a two day rise of 4.2%;1
2008-07-04;RWE doubles cost cuts target to 1.2 bln euros, to shed 700 jobs by 2012 - report;2
2011-01-26;RWE Dea announces gas discovery in Egypt;4
2011-05-25;Lundin Petroleum to buy interest in offshore Norwegian licence;4
2011-09-30;Weekly: RWE rises in strong trading with rising open interest, continues strong monthly trend;1
2021-05-20;RWE , Facebook , TVA partner to develop 150- MW solar farm in Tennessee;0
2009-11-16;RWE 3Q net income rises 26 percent to euro2.8 billion;2
2008-12-03;RWE Power reviewing Saxony-Anhalt site to build power plant;-1
2008-08-29;German Daimler, RWE Plan Electric Car JV;3
2013-11-18;Optimism at RWE Dea Norge's 40th anniversary;2
2016-12-20;RWE welcomes rearrangement of responsibilities related to financing the German nuclear phase-out;2
2010-01-20;Andritz gets EUR 40m order from German RWE Innogy;-1
2011-11-29;RWE [Energy] falls in weak trading with rising open interest, monthly trend remains weak;1
2011-05-18;RWE [ DAX index] hits year-low 6th time in three months;1
2011-03-03;RWE [ DAX index] closes at 6.1% below VWP but at merely 1.0% premium to 52-week low;1
2020-03-24;Germany 's innogy sees earnings decline in FY'19, blames UK retail price cap;2
2019-11-14;RWE open to shedding stake in Turkish plant, CFO says;0
2012-12-03;Austrian OMV may buy German RWE's stake in Nabucco pipeline - report;-1
2011-03-07;RWE [ DAX index] hits year-low 1st time in three months;1
2013-07-16;"US Patent Issued to RWE Power on July 16 for ""Device for scattering bulk material"" ( German Inventor)";3
2009-11-19;Sandvik gets EUR 63.5m deal from RWE in Netherlands;2
2011-07-14;RWE reportedly strikes deal to offload Amprion arm;-1
2009-03-26;Enercon to supply turbines to RWE npower renewables;0
2009-11-12;RWE Q3 net income falls 48 percent;2
2012-10-25;RWE before sale of British nuclear power JV Horizon - report;2
2013-12-09;MVM may ink deal for RWE 's 49% in Fogaz by year-end;2
2018-11-15;RWE 's business performs as planned in the first three quarters of 2018;2
2011-10-03;RWE 's Czech gas unit plans new gas pipeline in southeastern Europe - report;4
2012-11-12;RWE strengthens 0.5% after finding support;1
2010-12-22;RWE launches second wind farm in Italy;0
2019-09-06;E.ON plans 'merger squeeze-out' to integrate innogy after RWE asset swap;-1
2009-08-06;German RWE to give up stake in Essent nuclear plant - report;-1
2015-06-18;RWE opens today 576-MW Gwynt y Mor wind park off Wales;0
2022-11-14;"Weekly: RWE ( RWE : EUR39.78) increases 1.9%; +73c [1.9%]";1
2012-02-16;RWE denies speculation for freezing new offshore wind projects - report;0
2008-08-07;Preparations for RWE power station construction in Poland;3
2011-12-16;- RWE AG - Erwin van Laethem will succeed Peter Terium as CEO of Essent N.V;2
2017-09-28;- RWE offers to buy back up to 550 million euros in hybrid bonds;-1
2021-11-11;Shell , RWE sign green hydrogen pact;-1
2008-12-12;Settlement of RWE internal power dispute delayed - report;-1
2010-10-14;"WIPO ASSIGNS PATENT TO RWE , DIEFENBACH, INGO FOR ""CHARGING POST FOR ELECTRIC VEHICLES"" ( GERMAN INVENTOR)";3
2008-06-02;German RWE Supervisory Board Approves Gas Network Sale;-1
2009-11-05;E.ON, RWE set up UK nuclear joint venture;2
2011-09-07;RWE Chooses Verizon Managed Network Service Solution to Transform Energy Exchange;-1
2013-05-02;RWE Innogy begins operations of Nowy Staw wind farm;0
2015-01-16;RWE to Sell Subsidiary for EUR 5bn;2
2013-05-07;- RWE npower - Fawley Power Station Community Event;3
2011-10-06;GAZPROM AND RWE TO CONTINUE TALKS ON SETTING UP JOINT VENTURE IN ENERGY SECTOR;-1
2015-07-21;RWE Polska launches Gas Now for small and medium enterprises;2
2012-10-16;RWE preference strengthens above MAP;1
2008-02-20;RWE proposes 2 Dutch offshore wind farms with total 2,000 MW capacity;0
2022-06-16;RWE, Scotia Gas to collaborate on green hydrogen development in Scotland;-1
2010-11-08;RWE to invest EUR 30m in gas-fired plant in Lingen;0
2015-12-23;RWE and E.ON sign agreement with bidder consortium;2
2009-08-18;German RWE, BASF, Linde open CO2 scrubbing plant;-1
2014-11-13;RWE appoints chairman for energy projects in MENA/ Turkey region;-1
2008-06-12;RWE still considering British Energy bid despite Iberdrola pullout - source;-1
2019-04-30;-Macquarie Infrastructure and Real Assets managed consortium of investors exercises option to purchase RWE stake in Czech grid operator IGH;2
2021-04-28;RWE AG Issues AGM Statement - Quick Facts;2
2014-03-19;RWE aims to detonate ASAP Gwynt y Mor bombs - report;0
2009-07-14;Deal snapshot: RWE TO CLOSE ESSENT TAKEOVER BY END-JULY;2
2011-12-12;RWE preference [Energy] drops 4.0% on high volatility;1
2021-06-30;RWE wins CfDs for 77 MW of wind, solar in Poland;0
2011-11-01;RWE [ DAX index] drops 7.4%, for a 3-day fall of 12.9%, on high volatility;1
2022-05-12;"RWE AG Q1 Adjusted Earnings Surge; Confirms FY22 Outlook";2
2014-12-12;EQS -Adhoc: RWE Aktiengesellschaft : Change in Dividend Policy;2
2009-08-17;Deal snapshot: RWE REDUCES STAKE IN AMERICAN WATER TO 30%;0
2015-04-07;- RWE AG publishes sustainability report for 2014;2
2010-05-06;RWE Transgas with sales in CR down 6 pct, profit up in 2009 adds more info throughout;2
2011-09-01;"RWE [ DAX index] weakens below Moving Average Price (MAP); 50-day MAP trails 200-day MAP";1
2009-02-24;Voith Hydro, RWE Innogy form ocean current tie-in;0
2008-02-22;RWE board to seek approval for capital increase to fund acquisitions - report;2
2011-07-05;RWE not in hurry to sell British Npower;2
2022-11-22;Tuesday November 22, 2022 What Happened Today to the RWE ADR;-1
2009-12-08;DGAP-PVR: RWE AG : Release according to Article 26, Section 1 of the WpHG [the;-1
2013-05-31;RWE might get EUR-500m EIB loan for 332-MW offshore wind park in Germany;0
2012-01-18;German RWE launches GBP 600m bond;-1
2014-07-17;EEG reform forces RWE to drop 4.2-MW German biogas project;-1
2016-04-29;Australia Patent: RWE Power Files Application for 'Method and system for gas scrubbing of aerosol-containing process gases';3
2019-11-01;RWE snaps up slate of Polish offshore wind projects;0
2013-01-07;"WIPO PUBLISHES PATENT OF RWE , BECKER GERNOT FOR ""CHARGING DEVICE FOR ELECTRIC VEHICLES AND METHOD FOR CHARGING ELECTRIC VEHICLES"" ( GERMAN INVENTOR)";3
2011-07-06;RWE AG , EON AG May Drop Joint UK Nuclear Project On Cost- DJ;-1
2011-05-11;- RWE AG - Staythorpe Power Station Officially Opened;3
2009-11-12;RWE 3Q net income rises 26 percent to euro2.8 billion;2
2011-11-17;RWE to sell part of VSE stake to German municipalities;-1
2009-08-13;German RWE raises H1'09 net profit to EUR 2.232bn;2
2020-09-21;RWE names next CFO;2
2013-08-05;Turkmenistan expects RWE to start drilling this year.;-1
2011-05-05;RWE [ DAX index] dips 0.1% on high volume falling for a third consecutive day, a three day fall of 1.4%;1
2011-12-02;RWE to commence initial testing of RWE & TURCAS Denizli Power plant;3
2015-12-11;"Swiss Federal Institute of Intellectual Property granted patent to RWE AG on December 9, 2015 titled as ""CHARGING STATION HAVING NEAR-FIELD COMMUNICATION LINK""";3
2021-08-12;"RWE H1 Adj. Net Profit Up, Lifts FY21 View; To Cut 3,000 Jobs By 2022 End Due To Phaseout Of Coal";2
2022-12-21;"RWE ADR (RWEOY: $44.35) in 2nd consecutive rise; +21c [0.5%]";1
2017-11-17;RWE remains right on track after the first three quarters of fiscal 2017;2
2009-03-23;Deal snapshot: RWE BUYS STAKES IN TWO TURKEY GAS POWER PLANTS FROM E.ON;0
2009-06-05;RWE cuts shareholding in American Water to 49%;2
2009-10-02;German RWE gave EUR2bn less for Dutch Essent;-1
2018-04-20;"RWE assumes responsibility 226;128; far beyond its operating business fields";2
2009-12-15;RWE Plans 2,000-Megawatt CCGT Power Plant in England, an Industrial Info News Alert;3
2012-09-26;"WIPO PUBLISHES PATENT OF RWE , GAUL ARMIN FOR ""CHARGING STATION FOR ELECTRICAL VEHICLES, SYSTEM AND METHOD FOR OPERATING A CHARGING STATION"" ( GERMAN INVENTOR)";3
2013-05-15;Satisfactory start to 2013 for RWE;2
2012-12-20;German RWE reorganises Czech operations, sets up sales, distribution units;4
2015-03-10;"WIPO PUBLISHES PATENT OF RWE POWER FOR ""METHOD FOR FORMING MOLDED BODIES FROM A GRANULAR MATERIAL AND CORRESPONDING ROLLER PRESS"" ( GERMAN INVENTORS)";3
2013-03-28;Dana Petroleum partners with RWE to begin drilling at Severn prospect;0
2009-11-18;RWE to reduce interest in American Water to 2%;-1
2021-03-22;Rolf Martin Schmitz of RWE in third quartile of Large MCap CEO Scorecard for past year Monday March 22, 2021;2
2009-05-13;German RWE close to finalising Essent acquisition;-1
2011-09-23;Weekly: RWE weakens below Moving Average Price (MAP), with 50-day MAP trailing 200-day MAP;1
2019-09-19;Report: E.ON taps BNP Paribas to help sell Innogy 's Czech retail business;2
2011-09-07;Deal snapshot: RWE WRAPS UP DIVESTMENT OF 74.9% IN AMPRION;2
2015-02-18;ITM Power PLC RWE Power -to-Gas System Delivered;-1
2014-03-04;RWE slides into EUR 2.8bn net loss in 2013;2
2012-10-31;RWE strengthens above MAP;1
2011-01-06;"WIPO ASSIGNS PATENT TO RWE FOR ""SECURE BILLING OF ENERGY OBTAINED VIA A CHARGING STATION"" ( GERMAN INVENTORS)";3
2009-07-10;UK unit of RWE to launch first turbines at Rhyl Flats offshore project;0
2013-07-12;Planning Inspectorate accepts RWE's 1.2- GW Atlantic Array scheme;0
2008-02-15;Ver.di head plans to curb power of RWE 's management - report;2
2011-01-06;"WIPO ASSIGNS PATENT TO RWE FOR ""DETERMINATION OF AMOUNTS OF ENERGY DRAWN"" ( GERMAN INVENTORS)";3
2010-05-26;German RWE to invest EUR 2.8bn in Egyptian gas field - report;4
2013-03-20;RWE cuts turbine count at Atlantic Array offshore wind project;0
2014-01-02;RWE reportedly to seek shareholder nod for share sale;-1
2016-05-12;"RWE Q1 Profit Down 59%, But EBITDA Rises; Affirms FY16 Outlook";2
2016-05-09;RWE begins operation of new subsidiary for renewables, grids and retail;0
2015-11-19;Siemens joins RWE to develop virtual power plant solution for distributed energy;-1
2015-07-02;RWE unveils Gwynt y Mor wind farm in Liverpool Bay;0
2012-09-13;RWE and EPS to collaborate on energy projects in Serbia;2
2016-03-29;RWE forms management team of new subsidiary;2
2015-08-25;- RWE restructures top management at RWE npower;0
2022-09-23;Australia Patent: RWE Power Files Application for 'Conveyor-belt drum with sliding regions';3
2017-12-01;RWE AG ST Financial Reports: Interim statement on the first quarter of 2017;2
2011-07-20;- Moody's lowers rating on RWE;1
2015-08-13;RWE H1 '15 earnings slump despite gas sales rise;2
2020-04-29;RWE CFO named as German utility's next CEO;-1
2012-10-02;RWE preference strengthens above MAP;1
2008-09-22;RWE : won't take stake in Russian Power Generating Company TGK -2;3
2022-07-27;DGAP-Adhoc: RWE Aktiengesellschaft: RWE raises Group earnings forecast for fiscal 2022 (english);2
2022-11-15;Tuesday November 15, 2022 What Happened Today to the RWE ADR;-1
2011-04-12;RWE [ DAX index] closes at 4.4% above VWP but at 31.6% discount to 52-week high;1
2021-03-17;-E.ON - RWE AG - RWE achieves outstanding financial year 2020, creating basis for future growth;2
2011-11-23;RWE [Energy] falls in weak trading with rising open interest, monthly trend remains weak;1
2018-06-12;"US Patent Issued to RWE POWER on June 12 for ""Method and system for gas scrubbing of aerosol-containing process gases"" ( German Inventor)";3
2008-12-05;Germany 's RWE offers to settle gas antitrust case;-1
2012-06-27;-RWE increases hybrid bond in Asia;-1
2009-12-02;RWE opens Welsh wind farm;0
2021-03-02;RWE -led Triton Knoll offshore wind farm generates 1st power;0
2011-10-13;RWE Future Prize 2011 for up-and-coming researchers;2
2010-02-03;RWE issues USD 250m bond;-1
2011-12-13;DGAP-PVR: RWE AG : Release according to Article 26, Section 1 of the WpHG [the;-1
2012-08-22;- RWE Dea successfully completes seismic survey in the Caspian Sea;-1
2013-07-02;RWE Innogy receives permission for wind farm project in Netherlands;0
2021-06-22;Eolus acquires 99 MW of Swedish wind power projects from RWE;0
2017-12-01;RWE AG ST Financial Reports: Interim statement on the first three quarters of 2017;2
2014-10-01;RWE offloads 18.7-MW biomass plant in Italy;0
2012-10-30;RWE exits Berliner Wasserbetriebe;-1
2010-09-20;Innergex , RWE , Theolia join NASDAQ OMX Clean Edge Global Wind Energy Index;0
2021-11-19;All chips on green: RWE to spend  50B on renewables pivot by 2030;0
2008-04-17;"RWE expects American Water IPO this month; confirms FY targets";-1
2010-09-21;Canadian Innergex , RWE , Theolia added to NASDAQ OMX Clean Edge Global Wind Energy Index;0
2022-03-03;Germany : RWE Burned Much More Coal Last Year Amid Europe’s Energy Crunch;-1
2014-10-10;"WIPO PUBLISHES PATENT OF RWE FOR ""METHOD FOR OPERATING A CHARGING STATION"" ( GERMAN INVENTOR)";3
2010-05-20;German RWE's split-up falls through - report;1
2019-05-03;RWE Sees Lower FY Earnings;2
2019-02-07;RWE exercises right to redeem GBP 750 million hybrid bond on its first call date;-1
2012-07-18;RWE sells its 24.95% shareholding in Berliner Wasserbetriebe to the State of Berlin;2
2012-02-07;RWE Dea Secures Rig Capacity in Norway;4
2009-11-12;RWE 3Q net income rises 26 percent to €2.8 billion;2
2009-02-09;Zenergy Power announces RWE Hydro Power Contract - Quick Facts;-1
